Subject,Trial,ItemNo,RT,Accuracy
1,103,11092092,126.25,0
1,104,14011021,366.77,0
1,105,11011061,2154.05,1
1,106,14021021,554.74,0
1,107,11051051,226.68,0
1,108,11011061,3320.72,1
1,109,14031031,1133.34,0
1,110,11051051,622.91,0
1,111,11022022,141.52,0
1,112,13011021,2.87,0
1,113,11092092,391.65,0
1,114,11021051,416.6,1
1,115,11021021,233.02,0
1,116,11061092,854.63,1
1,117,11051051,321.67,0
1,118,14011022,573.54,0
1,119,11022052,333.15,1
1,120,11052052,318.71,0
1,121,13022022,250.87,0
1,122,14012031,69.98,0
1,123,13012032,136.37,0
1,124,24021031,425.73,0
1,125,21021051,3123.9,1
1,126,13012031,306.12,0
1,127,14011032,2074.59,0
1,128,11022022,337.0,0
1,129,14021031,276.51,0
1,130,11052052,431.03,0
1,131,14022032,577.56,0
1,132,14021021,327.76,0
1,133,14012032,4000.0,0
1,134,13031031,738.0,0
1,135,11092092,172.02,0
1,136,13011031,601.05,0
1,137,23011032,399.97,1
1,138,21022052,1249.54,1
1,139,14011021,588.13,0
1,140,11021051,361.71,1
1,141,11052052,716.47,0
1,142,11022052,549.88,1
1,143,21022052,1833.32,1
1,144,14032032,111.59,0
1,145,13012031,2160.92,0
1,146,21011061,1364.61,0
1,147,24012031,50.15,0
1,148,21011061,970.97,0
1,149,24022032,667.82,0
1,150,23012032,360.17,0
1,151,13011011,343.95,0
1,152,21011061,2241.42,0
1,153,11092092,358.44,0
1,154,14022032,491.47,0
1,155,13012032,1517.42,0
1,156,13011011,170.78,0
1,157,11011061,940.84,0
1,158,11022022,833.09,0
1,159,14032032,1632.69,0
1,160,11061061,472.53,0
1,161,23012022,475.12,0
1,162,11011011,175.31,0
1,163,11021021,209.37,0
1,164,13021022,1182.89,0
1,165,11021051,2015.8,0
1,166,14022022,349.35,0
1,167,14021022,833.54,0
1,168,24011022,191.61,0
1,169,13012012,283.36,0
1,170,11011011,240.48,0
1,171,11011011,16.82,0
2,1,1,1199.64,0
2,2,2,578.82,0
2,3,3,510.44,0
2,4,4,410.34,1
2,5,5,950.86,1
2,6,6,379.03,0
2,7,7,622.2,0
2,8,8,383.3,0
2,9,9,466.98,0
2,10,10,1092.57,0
2,11,11,367.43,0
2,12,13012012,250.04,0
2,13,13032032,473.76,0
2,14,13011031,399.96,0
2,15,23011031,620.38,0
2,16,14032032,652.05,0
2,17,11011011,905.64,0
2,18,13012032,159.13,0
2,19,13012031,533.24,1
2,20,13032032,433.29,0
2,21,11021051,785.35,1
2,22,11092092,707.1,0
2,23,24012032,457.49,1
2,24,11051051,316.73,0
2,25,14021021,710.09,0
2,26,24022032,91.51,0
2,27,14022032,654.23,0
2,28,14011022,899.71,0
2,29,21011061,560.62,0
2,30,24022032,177.92,0
2,31,11051051,517.98,0
2,32,23012032,685.3,0
2,33,11051051,578.57,0
2,34,13021022,674.49,1
2,35,11011011,266.71,0
2,36,11011061,166.79,0
2,37,21021051,702.23,0
2,38,24011021,484.19,0
2,39,11052052,718.79,0
2,40,24011022,193.49,0
2,41,11011011,619.84,0
2,42,11061092,1021.48,0
2,43,14011032,416.63,1
2,44,21021051,120.49,1
2,45,11052052,261.55,0
2,46,14022032,433.33,0
2,47,24011021,416.65,0
2,48,14011022,254.4,0
2,49,23012031,735.86,1
2,50,13012032,210.6,0
2,51,14021021,266.71,0
2,52,11022022,637.47,0
2,53,11021021,250.03,0
2,54,11022052,899.73,0
2,55,21022052,138.04,1
2,56,21061092,209.11,0
2,57,23012032,383.3,0
2,58,13031031,466.72,0
2,59,21022052,424.65,1
2,60,11061061,311.81,0
2,61,14011011,898.56,0
2,62,23012032,533.32,0
2,63,21021051,233.51,1
2,64,14032032,809.42,0
2,65,11061061,649.83,0
2,66,21022052,42.52,1
2,67,11051051,409.79,0
2,68,11022022,323.02,0
2,69,11011061,228.12,0
2,70,13012031,516.61,0
2,71,21061092,1034.47,0
2,72,11021021,1527.93,0
2,73,11021021,490.64,0
2,74,14022021,587.89,1
2,75,14031031,316.68,0
2,76,11022022,471.65,0
2,77,11021021,333.32,0
2,78,11011011,684.94,0
2,79,11092092,368.73,0
2,80,11061061,201.8,0
2,81,14012012,433.27,0
2,82,14011011,350.05,0
2,83,11052052,333.35,0
2,84,21061092,454.79,0
2,85,11061061,328.35,0
2,86,11051051,235.42,0
2,87,13022022,717.88,0
2,88,13012012,170.29,0
2,89,14011031,371.3,1
2,90,21011061,283.37,0
2,91,11022022,100.18,0
2,92,13021021,239.3,0
2,93,11021021,406.68,0
2,94,13012032,441.93,1
2,95,14021022,523.13,1
2,96,21011061,192.33,0
2,97,14021031,710.72,0
2,98,23011031,475.7,0
2,99,13011011,366.35,0
2,100,14022022,352.1,0
2,101,11011011,251.55,0
2,102,11021051,266.69,0
2,103,11051051,203.69,0
2,104,21022052,1026.83,1
2,105,11011061,300.0,0
2,106,14012012,378.18,0
2,107,11092092,170.7,0
2,108,11022052,229.84,1
2,109,11022022,337.3,0
2,110,11061061,235.75,0
2,111,11022022,100.12,0
2,112,14031031,1137.97,0
2,113,13012022,223.17,0
2,114,14021031,641.24,1
2,115,13031031,333.36,0
2,116,11092092,200.06,0
2,117,11092092,215.16,0
2,118,23011021,149.81,0
2,119,21061092,258.95,0
2,120,11011011,277.87,0
2,121,11061092,151.5,0
2,122,11021021,644.84,0
2,123,11061061,850.45,0
2,124,11051051,273.15,0
2,125,11052052,181.31,0
2,126,24011031,1127.33,1
2,127,24011032,567.57,0
2,128,11052052,502.89,0
2,129,24021031,643.4,1
2,130,13011011,310.01,0
2,131,21021051,605.79,1
2,132,11022052,382.1,0
2,133,23012031,242.97,0
2,134,11052052,378.76,0
2,135,13011032,216.71,0
2,136,11061092,161.07,0
2,137,11011011,583.24,0
2,138,11061061,333.33,0
2,139,11022022,554.53,0
2,140,14022022,209.84,0
2,141,24012031,420.29,0
2,142,11092092,225.86,0
2,143,23011032,200.05,0
2,144,11011011,208.01,0
2,145,11011061,368.74,0
2,146,24021031,202.51,0
2,147,11022052,777.65,1
2,148,21011061,562.96,0
2,149,11092092,317.29,0
2,150,11052052,541.51,0
2,151,13022021,350.77,1
2,152,11092092,277.63,0
2,153,13011021,499.91,0
2,154,14011021,493.23,0
2,155,11021051,820.76,1
2,156,11021021,506.8,0
2,157,14012031,350.36,0
2,158,11051051,168.82,0
2,159,11021051,483.23,0
2,160,11022022,193.12,0
2,161,23012022,402.91,1
2,162,14011021,383.32,0
2,163,11021021,96.74,0
2,164,11061092,234.57,0
2,165,14012032,284.07,1
2,166,11061061,1077.15,1
2,167,13021021,565.42,0
2,168,11052052,143.96,0
2,169,13022022,232.7,0
2,170,24011022,250.07,0
2,171,13011031,260.89,1
3,1,1,550.0,1
3,2,2,1632.77,0
3,3,3,290.78,0
3,4,4,183.41,1
3,5,5,333.39,0
3,6,6,104.26,0
3,7,7,100.25,0
3,8,8,144.73,0
3,9,9,266.76,0
3,10,10,233.44,0
3,11,11,1116.28,0
3,12,11061092,50.13,0
3,13,11011061,133.43,0
3,14,13011031,50.1,0
3,15,11051051,150.09,0
3,16,13012012,4000.0,0
3,17,13022022,4000.0,0
3,18,14011032,416.61,0
3,19,11052052,189.02,0
3,20,11021051,250.04,1
3,21,14011011,167.79,0
3,22,11011061,277.47,0
3,23,13012031,457.29,0
3,24,11022022,141.61,0
3,25,11061061,133.43,0
3,26,21061092,426.7,0
3,27,11051051,134.81,0
3,28,23012032,333.33,0
3,29,11011011,303.33,0
3,30,24011021,28.75,0
3,31,23012032,4000.0,0
3,32,11052052,39.18,0
3,33,11092092,100.17,0
3,34,13031031,210.21,0
3,35,24011021,399.96,0
3,36,11021051,475.41,1
3,37,14012012,202.01,0
3,38,11061061,411.4,0
3,39,21021051,750.22,1
3,40,13012031,4000.0,0
3,41,11092092,19.61,0
3,42,24021031,89.25,0
3,43,24012031,33.51,0
3,44,11061092,523.95,0
3,45,14021031,18.16,0
3,46,13012032,16.82,0
3,47,11011061,267.82,0
3,48,21011061,749.85,0
3,49,11092092,334.65,0
3,50,24021031,199.76,0
3,51,21011061,36.12,0
3,52,23011021,224.1,1
3,53,11051051,240.15,0
3,54,14011022,4000.0,0
3,55,23012031,116.78,0
3,56,11011011,225.27,1
3,57,24012032,451.74,0
3,58,13032032,90.67,0
3,59,14021021,236.0,0
3,60,14022022,55.47,0
3,61,13022021,439.84,0
3,62,14011031,383.31,0
3,63,11092092,95.87,0
3,64,11052052,150.62,0
3,65,11022052,321.39,1
3,66,23012031,293.25,0
3,67,11092092,283.34,0
3,68,14012012,318.58,0
3,69,14011021,158.34,0
3,70,24011032,370.76,0
3,71,24022032,300.32,0
3,72,11021021,534.74,1
3,73,11011011,683.16,1
3,74,13011031,215.21,0
3,75,11021021,186.95,0
3,76,11021021,138.99,0
3,77,11021021,183.41,0
3,78,11052052,1333.45,0
3,79,24011022,723.77,0
3,80,11011011,326.1,0
3,81,11061092,42.92,0
3,82,11021021,162.22,0
3,83,11061061,168.91,0
3,84,11022022,59.05,0
3,85,11022022,278.13,0
3,86,14022032,60.6,0
3,87,21022052,989.67,1
3,88,13011032,329.2,0
3,89,11052052,216.19,1
3,90,11051051,256.41,0
3,91,14012032,209.61,1
3,92,14021021,297.31,0
3,93,11092092,352.14,0
3,94,11022022,741.06,1
3,95,24011022,212.37,0
3,96,23012022,283.37,0
3,97,21021051,1266.19,0
3,98,13012022,502.24,0
3,99,14022021,416.62,0
3,100,14031031,26.66,0
3,101,14022022,4000.0,0
3,102,14021031,127.65,0
3,103,11061061,118.6,0
3,104,21061092,39.12,0
3,105,14022032,240.82,0
3,106,13031031,335.17,0
3,107,24011031,508.28,1
3,108,11051051,183.46,0
3,109,11061061,284.18,0
3,110,14012031,706.97,0
3,111,11052052,18.37,0
3,112,11061061,333.33,0
3,113,11021021,304.1,0
3,114,11021021,542.55,0
3,115,11022052,701.49,1
3,116,21022052,717.56,1
3,117,23011031,672.51,0
3,118,11092092,808.23,0
3,119,13011011,94.25,0
3,120,11022022,251.99,0
3,121,11022052,219.81,1
3,122,11011061,317.52,0
3,123,11052052,106.73,0
3,124,21022052,544.8,0
3,125,11061061,137.42,0
3,126,14021022,183.46,0
3,127,11011011,90.12,0
3,128,13021021,116.44,0
3,129,11061092,100.1,0
3,130,11011011,200.05,0
3,131,13021022,748.23,0
3,132,11022022,599.85,0
3,133,13032032,338.3,0
3,134,21021051,311.76,1
3,135,11052052,316.73,0
3,136,13021021,537.73,0
3,137,11022052,499.91,1
3,138,11021021,50.15,0
3,139,21011061,216.72,0
3,140,23011032,77.94,0
3,141,14031031,166.8,0
3,142,11092092,216.72,0
3,143,24022032,160.21,0
3,144,14011022,200.07,0
3,145,11021051,191.98,1
3,146,13011011,490.34,0
3,147,21061092,924.59,1
3,148,21021051,294.02,0
3,149,13012012,206.85,0
3,150,23011031,250.6,0
3,151,21022052,220.4,1
3,152,13012032,166.75,0
3,153,13011021,504.56,0
3,154,14032032,735.52,0
3,155,11051051,493.82,0
3,156,11011011,203.4,0
3,157,13012032,390.49,0
3,158,11051051,154.98,0
3,159,21061092,186.38,0
3,160,11022022,37.24,0
3,161,11021051,529.46,0
3,162,13022022,383.36,1
3,163,21011061,858.26,0
3,164,23012032,66.78,0
3,165,14032032,619.82,0
3,166,11011011,474.03,1
3,167,11022022,202.65,0
3,168,11061061,672.01,1
3,169,14011021,286.3,0
3,170,11051051,191.39,0
3,171,14011011,54.79,0
